# lennard-jones liquid at T* = 0.85 data file

512 atoms

1 atom types

0.000   25.000  xlo xhi
0.000   25.000  ylo yhi
0.000   25.000  zlo zhi     

Masses

1 16.000

Atoms

1       1       0.424     2.532    19.996            
2       1       4.087    10.578     0.000            
3       1      18.663    17.817     7.207            
4       1      17.543    18.879     0.839            
5       1      15.324    15.591    12.099            
6       1       0.700    18.184     1.510            
7       1       0.001    16.003     2.046            
8       1       9.849    19.310    11.282            
9       1       5.435     6.164     3.570            
10      1      12.527    13.013    13.809            
11      1       2.648     0.308     2.250            
12      1      12.931    15.763    16.398            
13      1       3.771    11.498    17.225            
14      1       5.249    12.485    12.306            
15      1       2.234     7.827    12.302            
16      1      12.960     8.155    10.217            
17      1      10.771    12.073     5.359            
18      1       9.845    18.451     6.974            
19      1      11.192     7.174    11.553            
20      1       2.030     0.209     0.000            
21      1       3.934    16.027    18.362            
22      1       7.536     8.864    12.436            
23      1      14.049     2.550    11.685            
24      1       0.864     9.066     1.266            
25      1       9.376     8.285     3.364            
26      1      17.682    16.465    13.525            
27      1      15.236     4.307    12.293            
28      1       5.478     4.747     9.704            
29      1       6.611    10.375     4.800            
30      1      15.684     6.480    11.446            
31      1       4.330     2.208     1.457            
32      1       1.857     4.531    10.515            
33      1       7.386     6.367     7.346            
34      1       3.935     0.011    15.325            
35      1       0.000    15.310    10.909            
36      1       7.166     5.428    12.662            
37      1      20.000     5.311     2.364            
38      1      12.159     5.751     3.959            
39      1       4.259    14.456    13.270            
40      1       8.911     7.993     6.752            
41      1      11.769    19.542     7.917            
42      1      10.942     7.573     5.188            
43      1      12.537     2.321     5.400            
44      1       1.219    19.788    15.611            
45      1      18.343    16.981     3.311            
46      1       0.265    11.196    15.724            
47      1       8.629     6.968    15.910            
48      1      18.213    13.519     7.555            
49      1       5.311     6.608    18.014            
50      1      12.552    15.535     4.688            
51      1      16.449     9.735    15.551            
52      1      16.594     1.702     9.413            
53      1      10.416    14.834    10.774            
54      1       1.243     4.983    16.637            
55      1       8.207    19.785    13.902            
56      1       1.196     3.733    13.177            
57      1      19.864     6.607    19.957            
58      1       8.997     2.563    12.020            
59      1       3.622    18.433     3.995            
60      1      10.241    16.052    13.645            
61      1      13.061     0.493     9.318            
62      1       1.757    16.168     0.013            
63      1      13.133    11.098    10.693            
64      1      18.215    15.270    11.417            
65      1       6.073    14.486     0.674            
66      1      13.022     3.654     3.617            
67      1       5.543     4.615     6.016            
68      1       2.800    14.488     0.977            
69      1      11.248     1.578    13.590            
70      1       2.695     6.534    17.773            
71      1      18.551     3.000    17.398            
72      1      15.702     4.080     1.298            
73      1      16.508     3.222    19.377            
74      1       8.543     1.461     0.002            
75      1       4.375     1.036     4.564            
76      1       5.899    18.395     6.379            
77      1      12.022     8.636     3.592            
78      1      10.761    10.534    17.189            
79      1      12.543    19.700     0.669            
80      1      17.381     2.549    15.168            
81      1      15.267    11.938    10.785            
82      1      11.614     5.120    17.836            
83      1       0.001     5.007     9.434            
84      1      12.734    13.043     6.782            
85      1       4.463    19.097    10.264            
86      1      17.217     7.314     4.046            
87      1      18.103     5.156    15.531            
88      1       0.417     0.022    10.233            
89      1       6.679     6.346     1.765            
90      1       8.922    13.054     2.776            
91      1       8.250     6.662     5.092            
92      1       7.466    18.017     0.787            
93      1       5.834     0.655     7.437            
94      1      18.372     0.337    15.411            
95      1      10.909    11.472     7.471            
96      1       1.564     6.139     5.575            
97      1      15.557    10.841     1.627            
98      1       8.361    15.546    11.955            
99      1       7.603    13.988    13.661            
100     1      10.955    16.605    20.000            
101     1      10.846     7.252    19.998            
102     1      19.731     8.654     3.903            
103     1       0.002     9.845    13.279            
104     1      12.656     5.785    19.999            
105     1       9.224     8.723    10.814            
106     1       2.813     8.655     0.016            
107     1      13.402    20.000    10.790            
108     1      13.758    10.992     0.001            
109     1      15.445    10.912    18.432            
110     1       1.475    11.292    12.519            
111     1      15.158     5.487    19.999            
112     1      15.755     6.880     6.207            
113     1      15.688     0.429    17.247            
114     1      11.951     9.500    11.635            
115     1      10.894     3.026    17.005            
116     1       8.674    13.242     6.328            
117     1      15.193    16.547     9.735            
118     1      17.947     8.224    14.989            
119     1      17.320    12.709     4.015            
120     1      10.262     3.627    10.561            
121     1      18.211     9.072    12.251            
122     1       3.833     6.161     7.394            
123     1       8.170     6.790    11.167            
124     1      10.156    16.632    15.821            
125     1      14.771    10.612     7.199            
126     1       7.068     4.713     3.827            
127     1      13.058     1.523    15.185            
128     1       9.192     8.438    17.632            
129     1       2.358    14.133     3.179            
130     1      19.662     1.429     9.057            
131     1       5.110    14.688     8.726            
132     1      15.348     2.918    14.349            
133     1      13.202     7.023    15.207            
134     1       9.458     0.048     8.237            
135     1      18.563    11.789     5.580            
136     1      12.261     9.223    16.248            
137     1      17.561    10.129     2.204            
138     1      19.732     1.343     3.691            
139     1       3.828     1.998     8.190            
140     1       2.778    18.580     0.584            
141     1      18.095    19.240     5.582            
142     1       9.452     0.832    19.570            
143     1      14.965    13.071     4.315            
144     1      16.229    12.185     0.018            
145     1       6.634    11.739     3.063            
146     1       3.218    13.929     7.840            
147     1      14.997    13.174    17.737            
148     1       1.939    17.694    19.467            
149     1      18.989    19.403    19.839            
150     1      17.683     6.999    12.768            
151     1      11.103     7.020     2.415            
152     1       3.280     2.886    14.914            
153     1       1.235    13.355     7.080            
154     1       0.000    11.972     1.157            
155     1       4.873    17.843    12.076            
156     1       2.195     0.425    13.489            
157     1      19.044     6.465     4.947            
158     1      16.571    14.394     5.295            
159     1       8.687    16.931    19.545            
160     1      20.000    13.463     5.312            
161     1      16.027     3.983     3.898            
162     1       3.868    18.889    19.474            
163     1       4.402    16.420    10.006            
164     1      12.690     0.621     7.083            
165     1       7.635     3.987    10.982            
166     1      14.426     4.788     9.614            
167     1       3.081    12.583    11.748            
168     1       4.476     9.577    18.036            
169     1      19.991     8.642    14.291            
170     1      17.520    19.536     9.170            
171     1      13.338     3.515    13.636            
172     1      19.589     2.508    15.255            
173     1      17.365     9.622     5.400            
174     1      14.107     5.019    15.261            
175     1       8.294     6.043     0.005            
176     1      10.026     8.778    15.049            
177     1      11.505    18.260    17.538            
178     1      14.940     8.860     5.688            
179     1       0.012    13.701    18.071            
180     1      13.518    13.655     0.803            
181     1       2.541    19.587     8.975            
182     1       0.279    11.617     8.892            
183     1      16.133    13.957    10.576            
184     1       2.143    14.630    12.130            
185     1      11.710     5.475     6.102            
186     1       3.723    19.844    12.760            
187     1       7.600    11.413    17.338            
188     1      17.781    18.544    14.858            
189     1       4.608    12.849     2.875            
190     1       2.261     9.316    13.942            
191     1      10.389     9.828     2.122            
192     1       6.375     6.954     9.263            
193     1      11.070     8.373     7.233            
194     1       6.335     5.317    19.834            
195     1      14.253     8.832    17.965            
196     1      14.176    10.624    12.603            
197     1      18.612     4.486    12.792            
198     1       8.648    10.197    19.622            
199     1       9.523    12.053     9.185            
200     1       1.848     1.540    10.931            
201     1       8.480    17.768    13.017            
202     1      17.300    12.253     9.770            
203     1       3.694    13.329    19.321            
204     1      12.412    14.864    12.119            
205     1       8.956    16.389     7.368            
206     1       4.384    10.362     3.855            
207     1      17.638    19.026    11.330            
208     1       5.561     1.215    14.458            
209     1      16.467     3.636    17.097            
210     1       9.829    12.177    18.376            
211     1       9.459     9.293     8.490            
212     1      16.441     0.652    14.090            
213     1       5.395    20.000    14.263            
214     1      15.079     1.708     4.058            
215     1       4.670     7.387    13.964            
216     1      16.985     8.068     1.558            
217     1       2.421     8.543     3.785            
218     1      12.093    12.025     1.245            
219     1       8.438     1.028    16.021            
220     1      10.055     3.413     4.976            
221     1      12.573    17.850    13.512            
222     1      13.130     1.777    17.371            
223     1      12.223    18.163     4.721            
224     1      12.808    15.173    14.280            
225     1      18.928    19.787    17.411            
226     1       6.037    17.758     8.771            
227     1      13.646     5.676     1.288            
228     1      14.577     1.994     6.210            
229     1      19.385     0.513    17.646            
230     1       8.459    10.515     2.943            
231     1      19.710    17.321    19.165            
232     1      19.998    15.925    10.078            
233     1       3.602     4.222     8.653            
234     1       4.333     8.575     5.277            
235     1      10.338    10.042     4.632            
236     1       2.640     9.286     8.256            
237     1      16.723    16.709     5.391            
238     1       6.204     3.225    16.418            
239     1      20.000     6.081    16.151            
240     1      19.834    18.000     9.062            
241     1      15.698     6.489     2.633            
242     1      13.101     3.149     1.477            
243     1       0.962    17.638     6.043            
244     1      15.926    11.095     4.566            
245     1       5.199     4.069     2.803            
246     1       4.779    15.992     6.986            
247     1      15.592    15.746    16.330            
248     1      18.909     3.883     0.001            
249     1       7.098     4.202     8.319            
250     1      17.827     5.241     8.719            
251     1      14.045     7.923     3.100            
252     1      12.263     9.345     5.661            
253     1      14.689     1.940     0.001            
254     1      19.750     0.001     1.947            
255     1       5.847    11.633     6.447            
256     1      19.688     9.991    18.553            
257     1       6.415     0.001     0.838            
258     1      11.405     4.956     1.287            
259     1       3.505     3.974     0.071            
260     1       5.381    15.772     4.397            
261     1       4.894     9.449     7.399            
262     1       4.214     3.082    19.032            
263     1       8.857     6.309     2.115            
264     1       7.675     1.684    14.061            
265     1      11.074     4.396    15.279            
266     1       8.162    10.331    15.410            
267     1       5.567    11.447     8.709            
268     1      10.271     0.777    17.297            
269     1      13.220    19.962    16.956            
270     1       0.011    10.813     5.424            
271     1       7.794     0.902    18.124            
272     1      15.902    19.021     5.842            
273     1       6.325     0.733     2.934            
274     1      13.161     0.328    19.602            
275     1      13.348    19.188     6.421            
276     1       2.810     2.034    17.318            
277     1      13.373    13.295    16.241            
278     1      19.637    19.244    12.238            
279     1       7.325     9.508     9.567            
280     1      15.608    19.786     3.523            
281     1       6.581    18.722    10.725            
282     1      19.994    10.785    11.687            
283     1       0.790     2.733    17.836            
284     1       3.531     6.508     0.001            
285     1      11.077    15.747     6.307            
286     1      16.635    10.730    12.196            
287     1      12.869    17.796    19.201            
288     1      11.743     4.459    12.451            
289     1      18.924    15.433    15.790            
290     1       0.961    14.711    19.784            
291     1       5.615     0.002    18.446            
292     1      14.068     4.309     5.439            
293     1      18.564    10.451    10.048            
294     1      19.770    15.358     3.734            
295     1       8.350    18.500     9.100            
296     1       5.792     7.039     5.972            
297     1      16.419    15.981    19.753            
298     1      18.561     9.957    16.577            
299     1       3.933     4.303    11.206            
300     1      14.280    13.644    12.125            
301     1      15.876     9.121     3.498            
302     1      17.309     2.183     4.009            
303     1       4.622     8.568     1.269            
304     1      11.610     1.522     0.679            
305     1      13.770    15.714     0.000            
306     1      19.624     6.342     7.181            
307     1      14.111     6.503     4.794            
308     1       4.158    11.976    15.113            
309     1       3.964     5.227    19.632            
310     1      11.993    14.850     8.495            
311     1      10.658    13.640     7.195            
312     1      13.914    15.088     3.019            
313     1      10.279     3.099     2.127            
314     1      16.376    12.099     7.703            
315     1       0.352     3.750     4.402            
316     1      16.681     6.947    16.256            
317     1      19.899    11.087     3.850            
318     1       9.434    10.457    13.094            
319     1       7.491    12.612     8.547            
320     1      19.446     4.935    17.945            
321     1       8.736     3.654     0.001            
322     1      16.726    15.829     7.725            
323     1       8.297    11.028     6.183            
324     1       8.222     8.945     1.142            
325     1       1.712    15.798    17.735            
326     1      12.595    13.369    10.437            
327     1      18.514    13.903    14.094            
328     1      19.318     5.516    10.327            
329     1      17.191     7.165     7.848            
330     1       3.726    10.128    12.513            
331     1       9.720    13.252    12.197            
332     1      12.482     2.385    19.988            
